player,player_id,pos,team,conference,archetype,cluster,pts_per_g,ast_per_g,treb_per_g,blk_per_g,stl_per_g,ts_pct,bpm,usg_pct,readiness_score,n_seasons,height_in,weight_lbs,trend_bpm,trend_pts_per_g,Atlanta Dream_fit,Atlanta Dream_total,Chicago Sky_fit,Chicago Sky_total,Connecticut Sun_fit,Connecticut Sun_total,Dallas Wings_fit,Dallas Wings_total,Indiana Fever_fit,Indiana Fever_total,Las Vegas Aces_fit,Las Vegas Aces_total,Los Angeles Sparks_fit,Los Angeles Sparks_total,Minnesota Lynx_fit,Minnesota Lynx_total,New York Liberty_fit,New York Liberty_total,Phoenix Mercury_fit,Phoenix Mercury_total,Seattle Storm_fit,Seattle Storm_total,Washington Mystics_fit,Washington Mystics_total
Savannah Tucker,savannah-tucker-1,"pos    G
pos    G
Name: 51, dtype: object",Long Beach State,Big West Conference,Floor General,2.0,14.104208789528256,1.8281177968460616,2.8770303324913757,0.4789025045111657,1.039608765058444,0.5138545416011261,0.5205100205118424,20.076022343539243,58.1,4,69.0,,2.040000000000056,5.0100000000003755,0.2259,0.9133,0.2239,0.935,-0.0017,0.7169,-0.0697,0.6781,0.0046,0.7545,-0.0219,0.5832,0.1714,0.943,-0.0002,0.7331,0.0,0.7409,-0.0496,0.5962,0.0012,0.7474,0.0014,0.743
Madison Schiller,madison-schiller-1,"pos    G
pos    G
Name: 52, dtype: object",Colgate,Patriot League,Floor General,2.0,8.149327564203816,3.107940140242251,5.3173150996769065,0.0999999999999999,1.3664879617577843,0.499534054396671,-0.418207135130098,15.114620456475071,46.26,4,68.0,,0.079999999999996,1.0799999999999117,0.1864,0.0096,0.157,0.0035,0.0156,0.0877,0.127,-0.0182,0.0986,0.1589,0.0707,0.3755,0.0397,-0.0859,0.0015,-0.0601,0.0,-0.1326,0.1491,0.302,0.0651,0.2103,0.1289,0.0568
Emma Ronsiek,emma-ronsiek-1,"pos    F
pos    F
Name: 53, dtype: object",Colorado State,Mountain West Conference,Floor General,2.0,16.49174463746557,2.675902471910384,5.623170664333695,0.6129241289365849,0.883511630459037,0.5534829004065458,7.0001126938732305,25.838820321332715,60.4,4,73.0,,-1.0399999999999046,1.5000000000001503,0.8448,1.5553,0.7761,1.5835,0.0389,1.461,0.3257,1.204,0.0587,1.0842,0.0334,1.1506,0.5003,1.5004,0.0097,1.3881,0.0,0.9106,0.1321,1.2954,0.1056,1.4674,0.4528,1.5758
Jada McMillian,jada-mcmillian-1,"pos    G
pos    G
Name: 54, dtype: object",Charlotte,Conference USA,Interior Big,3.0,10.906234349060002,4.58563723890973,3.1376693419172974,0.1376693419172972,0.7999999999999999,0.4895962118740594,-0.0897014449248645,19.095935793984864,61.2,2,67.0,,1.3000000000003653,3.700000000001042,0.1982,1.1209,0.1665,1.114,-0.0013,0.9516,-0.2735,0.7233,-0.0002,0.969,0.0177,1.0969,-0.0108,0.9569,0.0008,1.0112,0.0,0.9696,0.0147,1.0125,0.0262,1.1076,-0.0214,0.9381
Marly Walls,marly-walls-1,"pos    G
pos    G
Name: 55, dtype: object",Pepperdine,West Coast Conference,Interior Big,3.0,10.45942265922892,4.145936345885805,4.959452259414354,0.1621613621571504,1.5378386378428497,0.4643242043235725,-0.5621613621571504,20.024293124128867,54.74,2,67.0,,-0.1000000000000281,4.600000000001295,-0.0523,0.4531,-0.0218,0.4741,0.0034,0.5416,0.2872,0.7517,0.1747,1.0096,0.0917,1.1521,0.1233,0.6384,0.001,0.542,0.0,0.493,0.1863,1.036,0.0134,0.5638,0.1507,0.7144
Khayla Pointer,khayla-pointer-1,"pos    G
pos    G
Name: 56, dtype: object",Louisiana State,Southeastern Conference,Floor General,2.0,19.6,5.3,6.4,0.3,1.8,0.501,11.9,27.9,8.36,1,67.0,,0.0,0.0,0.7514,-2.3555,0.7153,-2.3088,0.0369,-2.4072,0.7731,-2.2325,0.3141,-2.0002,0.1496,-1.8535,0.7364,-2.0607,0.0119,-2.3435,0.0,-2.9289,0.3469,-1.9179,0.0905,-2.4521,0.6032,-2.0428
Jaliena Sanchez,jaliena-sanchez-1,"pos    G
pos    G
Name: 1727, dtype: object",Maryland-Baltimore County,America East Conference,Interior Big,3.0,8.605113596530742,2.213103171553328,2.454140640153589,0.0493525640578782,1.3815942895383737,0.4102529212588268,-7.105630309252719,21.649840932190653,51.91,4,66.0,,-1.8899999999994128,-1.6099999999996404,-0.5118,-0.1063,-0.4243,-0.0836,-0.0321,-0.1696,-0.251,0.0581,0.0379,0.3963,0.0102,0.3575,-0.1972,0.0517,-0.005,0.0369,0.0,0.2842,-0.0393,0.1697,-0.0993,-0.2389,-0.1824,0.0162
Hanna Cavinder,hanna-cavinder-1,"pos    G
pos    G
Name: 1163, dtype: object",Miami (FL),Atlantic Coast Conference,Interior Big,3.0,7.755588722486264,3.726217114157288,3.0190690886058924,0.0850703112668254,0.9413625800939984,0.5183189578122461,1.4332364244045317,15.533603978318729,45.9,3,66.0,,0.3571428571430924,-1.978571428571664,0.1666,-0.0321,0.122,-0.0534,0.0009,-0.1458,-0.1367,-0.2823,0.0321,-0.0643,0.0192,-0.0212,0.0016,-0.1573,-0.0031,-0.314,0.0,-0.1592,0.0159,-0.1128,0.0527,0.1188,-0.1021,-0.3093
Vivian Gray,vivian-gray-1,"pos    G
pos    G
Name: 59, dtype: object",Texas Tech,Big 12 Conference,Combo Guard,1.0,20.2,2.3,5.3,1.1,2.0,0.471,7.9,32.6,51.49,1,73.0,,0.0,0.0,0.8259,0.8835,0.8049,0.9511,0.0338,0.731,1.0342,1.1848,0.3397,1.2576,0.1028,0.9927,0.9604,1.3855,0.0194,1.2103,0.0,0.2532,0.2673,1.0322,0.0153,0.3336,0.5729,1.0948
Sam Breen,sam-breen-1,"pos    F
pos    F
Name: 60, dtype: object",Massachusetts,Atlantic 10 Conference,Stretch Big,5.0,17.3,3.269789428435886,10.1,0.6,1.5733801270142471,0.5274535644360108,8.553239745971505,23.847462159242212,59.91,2,73.0,,0.4000000000001111,1.4166153923622593e-15,1.1008,1.7145,1.0211,1.7597,0.0752,1.9383,0.8969,1.6824,0.2149,1.5098,0.1431,1.903,0.6684,1.6625,0.0224,1.9828,0.0,0.8744,0.4192,2.096,0.155,1.6912,0.9237,2.2314
Madison Griggs,madison-griggs-1,"pos    G
pos    G
Name: 61, dtype: object",Memphis,American Athletic Conference,Floor General,2.0,14.132480977731332,1.7272186634285676,2.9985557326125583,0.1683510883043818,1.4126818853352263,0.4889648844857902,4.402049784967567,21.67103804709821,48.48,3,69.0,,1.500000000000515,4.500000000001084,0.111,0.1159,0.1167,0.1323,-0.007,-0.0683,0.1373,0.1549,0.1051,0.3418,0.0159,0.1452,0.2762,0.3568,-0.0042,-0.1746,0.0,0.0311,0.0135,0.0706,-0.0003,0.0298,0.0204,0.0611
Alexis Whittington,alexis-whittington-1,"pos    G
pos    G
Name: 2873, dtype: object",Middle Tennessee,Conference USA,Floor General,2.0,6.5839171199078,2.034750104594108,4.663583926033277,0.2449167015313692,1.5940837168450617,0.537160828800922,5.394083716845062,11.134750104594108,46.8,2,71.0,,-1.0999999999995624,-1.2999999999994838,0.235,0.0865,0.206,0.0858,0.0168,0.1455,0.4688,0.3295,0.1947,0.4827,0.0673,0.3908,0.2367,0.1862,0.0015,-0.021,0.0,-0.0928,0.1474,0.3368,0.0642,0.2455,0.0287,-0.0506
Hailey Van Lith,hailey-van-lith-1,"pos    G
pos    G
Name: 279, dtype: object",Texas Christian,Big 12 Conference,Interior Big,3.0,16.46992482408447,4.2964899928217966,3.984656957398303,0.4545311619528677,1.2788700063563054,0.5376947780145352,9.53305343854364,25.603026280474698,48.02,4,67.0,,0.7000000000001194,0.2400000000002486,0.6928,0.5259,0.6467,0.5579,0.0225,0.316,0.428,0.3828,0.1968,0.5791,0.0693,0.4957,0.589,0.6916,0.0077,0.377,0.0,-0.0028,0.152,0.4401,0.0694,0.3629,0.2748,0.4009
Lindsey Duvall,lindsey-duvall-1,"pos    G
pos    G
Name: 66, dtype: object",Northern Kentucky,Horizon League,3-and-D Wing,0.0,17.286709066256467,1.9655590888547056,8.61118177709411,0.1,1.2,0.505111817770941,3.055590888547054,27.27885002259824,46.71,2,68.0,,1.000000000000281,1.200000000000339,0.6147,0.3697,0.593,0.4147,0.0475,0.5726,0.2597,0.1345,0.0204,-0.0392,0.0739,0.432,0.2592,0.2062,0.0105,0.4181,0.0,-0.0994,0.2369,0.591,0.1003,0.4292,0.7513,1.0042
Alli Carlson,alli-carlson-1,"pos    G
pos    G
Name: 67, dtype: object",Western Michigan,Mid-American Conference,Floor General,2.0,8.888343140562712,3.7418601282524855,3.711845046164595,0.0353801701472155,1.5731734179854655,0.456726345937792,-1.1169186453094124,18.830934754516747,43.15,4,66.0,,2.239999999999744,2.4699999999997373,-0.1986,-0.5137,-0.1698,-0.5093,-0.0134,-0.5524,0.0214,-0.3428,0.1398,0.0511,0.0733,0.1648,0.0069,-0.354,-0.0056,-0.6395,0.0,-0.3621,0.1069,-0.0506,-0.0022,-0.3739,-0.0488,-0.4338
Jaddan Simmons,jaddan-simmons-1,"pos    G
pos    G
Name: 5672, dtype: object",Michigan State,Big Ten Conference,Floor General,2.0,8.680274176149702,3.2531740829873947,4.1519445684340015,0.3688887232399841,1.8192857733754313,0.5023120373181524,6.508818285650334,15.52439978860446,47.89,3,69.0,,1.949999999999652,-2.999999999999732,0.0371,0.0159,0.055,0.0353,-0.0004,-0.0187,0.5626,0.4944,0.2865,0.8345,0.0984,0.6953,0.3458,0.3953,0.0014,0.0566,0.0,-0.0124,0.1825,0.5195,0.0029,0.0031,0.0101,0.0024
Lianna Tillman,lianna-tillman-1,"pos    G
pos    G
Name: 69, dtype: object",Sacramento State,Big Sky Conference,Floor General,2.0,20.4,6.2,3.4,0.3,1.2,0.457,-1.1,37.9,41.92,1,69.0,,0.0,0.0,0.5698,-0.018,0.5559,0.0291,0.0079,-0.3417,-0.2749,-0.7005,0.0622,-0.2691,0.0714,0.0602,0.2859,-0.1157,0.0081,-0.0523,0.0,-0.4528,0.1098,-0.1329,0.0262,-0.315,0.3541,0.0674
Esmeralda Morales,esmeralda-morales-1,"pos    G
pos    G
Name: 3262, dtype: object",Montana State,Big Sky Conference,Floor General,2.0,15.507373311231158,3.2692974698005264,2.570979128610679,0.027853404294524,1.5996528592808794,0.5368785571136465,2.595182610426371,25.869230390947106,48.99,4,65.0,,3.4399999999995945,0.9399999999997828,0.3599,0.3434,0.336,0.3601,-0.0028,0.0295,-0.1056,-0.0264,0.119,0.4207,0.0499,0.4272,0.2746,0.3925,-0.0037,-0.1115,0.0,0.0688,0.0346,0.1697,0.0399,0.2788,0.0341,0.1189
Gabby Burris,gabby-burris-1,"pos    F
pos    F
Name: 71, dtype: object",Ohio,Mid-American Conference,Stretch Big,5.0,13.9,1.0,6.3,0.9,1.1,0.528,1.0,18.7,39.77,1,71.0,,0.0,0.0,0.5425,-0.1975,0.5067,-0.1722,0.0344,-0.1241,0.4745,-0.1841,0.0509,-0.4609,0.0143,-0.5086,0.3788,-0.1648,0.0081,-0.2105,0.0,-0.6115,0.1226,-0.2542,0.0736,-0.2238,0.3743,-0.0616
Kolbi Green,kolbi-green-1,"pos    G
pos    G
Name: 72, dtype: object",Navy,Patriot League,Interior Big,3.0,12.2,3.4,2.8,0.2,2.6,0.403,-2.4,24.8,43.33,1,64.0,,0.0,0.0,-0.1495,-0.4629,-0.1097,-0.4439,-0.0217,-0.6564,0.4094,0.02,0.3479,0.6796,0.12,0.5137,0.3371,0.0487,-0.0005,-0.3759,0.0,-0.3488,0.1662,0.1356,-0.0651,-0.6919,-0.048,-0.4193
Naudia Evans,naudia-evans-1,"pos    G
pos    G
Name: 75, dtype: object",Loyola Marymount,West Coast Conference,Floor General,2.0,12.971868882198343,4.314248857820425,4.075321021689142,0.1809180122783999,1.5407799606153996,0.4605578040403725,1.3040448523942996,25.098720532981147,50.83,4,66.0,,0.2899999999999815,3.5599999999997314,0.0184,0.2186,0.0531,0.2506,-0.0008,0.1937,0.1745,0.3617,0.159,0.6745,0.0833,0.8038,0.1899,0.4285,-0.0005,0.181,0.0,0.2045,0.1522,0.648,0.0098,0.2563,0.1718,0.4569
Kyla Hamilton,kyla-hamilton-1,"pos    G
pos    G
Name: 1628, dtype: object",Nicholls State,Southland Conference,Floor General,2.0,9.839029530893017,3.554101743674892,4.213510787875785,0.091397111488725,1.7373562936638065,0.4759147413832492,-2.6200545586731283,19.793731198354745,44.52,3,66.0,,4.700000000001888,2.0000000000003446,0.0332,-0.2357,0.0361,-0.2297,-0.0006,-0.2697,0.0712,-0.1969,0.1514,0.1867,0.0816,0.3256,0.0688,-0.1799,-0.0008,-0.3017,0.0,-0.261,0.1301,0.1182,0.0193,-0.1595,0.0438,-0.1966
Charlisse Leger-Walker,charlisse-leger-walker-1,"pos    G
pos    G
Name: 4428, dtype: object",UCLA,Big Ten Conference,Floor General,2.0,10.619570462568731,5.34422208945081,4.656752353906207,0.3479412932931533,1.5687405422044645,0.5449796410205735,13.692751076429508,19.704439304213796,56.72,3,70.0,,2.3785714285722865,-3.0357142857150854,0.6211,1.1131,0.5529,1.1184,0.0275,1.029,0.7852,1.3464,0.346,1.662,0.1401,1.6464,0.6498,1.4053,0.0056,0.9163,0.0,0.6391,0.2873,1.4763,0.1126,1.2327,0.2264,0.9717
Helena Pueyo,helena-pueyo-1,"pos    G
pos    G
Name: 78, dtype: object",Arizona,Pac-12 Conference,Floor General,2.0,8.466612790162777,3.3477162525332953,3.4757477800295957,0.8439369450073989,2.9477162525332954,0.576166936049186,12.275747780029594,12.674959592622082,58.23,2,72.0,,0.7999999999992624,4.399999999995933,0.7059,1.2891,0.6021,1.2725,0.0302,1.1774,1.5666,2.1617,0.6345,2.6262,0.1825,2.0625,1.0499,1.9884,0.0065,1.0733,0.0,0.7505,0.3584,1.7949,0.1131,1.3463,0.0333,0.7995
Amandine Toi,amandine-toi-1,"pos    G
pos    G
Name: 79, dtype: object",Virginia,Atlantic Coast Conference,Interior Big,3.0,11.9,2.4,2.3,0.2,1.3,0.469,0.8,21.9,36.49,1,70.0,,0.0,0.0,0.0058,-0.849,0.013,-0.8422,-0.0169,-1.0922,-0.0293,-0.8799,0.084,-0.6052,0.0086,-0.7919,0.1611,-0.6635,-0.004,-1.0506,0.0,-0.8535,-0.0184,-0.907,-0.0255,-0.9881,-0.1139,-1.0208
Taleah Washington,taleah-washington-1,"pos    G
pos    G
Name: 81, dtype: object",Wagner,Northeast Conference,Interior Big,3.0,11.022335901359952,3.9155330051340784,4.032127204784508,0.2432366979840772,1.081172859762151,0.4163897677634408,-9.751407459616903,24.85528707091806,47.93,4,67.0,,-1.8500000000001893,3.610000000000203,-0.3739,-0.2948,-0.2906,-0.2614,-0.0168,-0.2466,-0.3325,-0.3089,-0.0313,-0.1021,0.0255,0.1742,-0.2403,-0.2928,-0.0035,-0.1814,0.0,-0.0094,0.0384,0.1024,-0.0439,-0.241,0.0553,0.0718
Grace O'Gara,grace-ogara-1,"pos    G
pos    G
Name: 82, dtype: object",West Georgia,Atlantic Sun Conference,Floor General,2.0,8.550693759178298,3.205663473649958,3.666851669114213,0.172237639092851,1.4501387518356594,0.491730701501068,-2.016435413607234,15.972237639092851,59.46,2,65.0,,1.5000000000003677,4.500000000001101,-0.0451,0.8068,-0.0289,0.8161,-0.0063,0.7525,-0.0805,0.7688,0.0792,1.0755,0.0408,1.1343,-0.0354,0.7995,-0.0025,0.718,0.0,0.8412,0.0515,0.9914,0.0059,0.8724,-0.0771,0.7279
Caia Elisaldez,caia-elisaldez-1,"pos    G
pos    G
Name: 130, dtype: object",Chattanooga,Southern Conference,Interior Big,3.0,14.61477824542195,4.641227483558185,2.790472435549914,0.0551904732678471,1.2664746191041076,0.5582467099285825,-0.735907922184702,24.708832724145832,62.49,3,65.0,,1.2000000000000772,6.4500000000009905,0.7161,1.6113,0.6272,1.6086,0.0161,1.2929,-0.2063,0.8789,0.0812,1.3049,0.0504,1.427,0.235,1.3419,0.0049,1.308,0.0,1.0648,0.0483,1.2056,0.0853,1.5141,0.0714,1.1697
Georgia Amoore,georgia-amoore-1,"pos    G
pos    G
Name: 86, dtype: object",Kentucky,Southeastern Conference,Floor General,2.0,17.950338461867005,6.2514179504095875,2.5231457485986906,0.3043058422727658,0.9160873737579024,0.5271187723265196,9.50075932962574,27.66811921611627,46.12,4,66.0,,1.0900000000000984,2.770000000000252,0.5973,0.3128,0.5572,0.3401,0.0048,-0.0743,-0.0145,-0.156,0.1183,0.2068,0.0501,0.2169,0.45,0.3876,0.0021,-0.0398,0.0,-0.143,0.0726,0.0687,0.0586,0.166,0.13,0.048
Justina King,justina-king-1,"pos    G
pos    G
Name: 14813, dtype: object",Toledo,Mid-American Conference,Floor General,2.0,8.362500357125082,2.9850001428500335,1.946250035712508,0.1213888968250018,1.3711111746000146,0.4287916654762497,-0.6323610674624899,21.663055801575055,48.1,2,68.0,,-1.099999999999564,-8.999999999996431,-0.3911,-0.2954,-0.3162,-0.271,-0.0275,-0.3863,-0.0156,-0.0109,0.1225,0.3653,0.0369,0.2685,-0.0079,-0.0062,-0.0043,-0.2073,0.0,0.0031,0.0133,0.0419,-0.0768,-0.4018,-0.1598,-0.2317
Nika Muhl,nika-muhl-1,"pos    G
pos    G
Name: 1569, dtype: object",Connecticut,Big East Conference,Floor General,2.0,6.61561926176893,6.538363090201649,3.8515149726302087,0.1655053241930818,1.3458937109632054,0.5586514427248594,9.32010448396356,13.078094640701591,0.0,3,70.0,,1.000000000000285,1.5500000000002907,0.4088,-3.2337,0.3389,-3.2519,0.017,-3.3053,0.4306,-3.1577,0.2623,-2.7701,0.1137,-2.7281,0.3341,-3.1518,0.0,-3.5436,0.0,-3.5457,0.2158,-2.9169,0.1186,-2.9207,-0.0256,-3.5832
Sophia Wiard,sophia-wiard-1,"pos    G
pos    G
Name: 90, dtype: object",Toledo,Mid-American Conference,Floor General,2.0,12.610702268730735,4.460118033115962,4.881789726708516,0.2186082892172675,1.270284567817346,0.5716692515230832,5.97171333686911,17.9321749543604,62.33,3,67.0,,0.4500000000000195,0.7499999999999756,0.5353,1.4615,0.4776,1.4671,0.0269,1.4336,0.3078,1.3303,0.1475,1.4891,0.0763,1.6017,0.3315,1.4438,0.0017,1.139,0.0,1.053,0.175,1.5631,0.1201,1.6857,0.2157,1.3699
Alexus Holt,alexus-holt-1,"pos    G
pos    G
Name: 92, dtype: object",Grambling,Southwest Athletic Conference,Floor General,2.0,16.9,3.5,5.4,0.0,2.0,0.504,1.8,25.6,54.54,1,68.0,,0.0,0.0,0.4764,0.8418,0.4572,0.8746,0.0182,0.7353,0.1656,0.6274,0.1781,1.0047,0.107,1.2477,0.3203,0.8559,0.0057,0.76,0.0,0.4782,0.2005,1.0627,0.051,0.7473,0.3625,1.0107
Maddie Walsh,maddie-walsh-1,"pos    G
pos    G
Name: 93, dtype: object",UAB,American Athletic Conference,Floor General,2.0,10.012300789166089,1.4456800940466916,2.990776161867707,0.9319279748614544,0.6633020525684756,0.5046163996926754,-0.1900565420770307,16.7756789268946,52.86,4,74.0,,2.879999999999988,3.5400000000001803,0.2448,0.5411,0.2231,0.5477,0.005,0.4252,0.0741,0.421,-0.0283,0.2708,-0.0512,-0.0141,0.1647,0.5484,0.0023,0.4655,0.0,0.3543,-0.0625,0.1721,0.0124,0.4194,-0.0466,0.2859
Julie Pospisilova,julie-pospisilova-1,"pos    G
pos    G
Name: 412, dtype: object",Wisconsin,Big Ten Conference,Floor General,2.0,14.1,3.7702141713105775,4.6418451427588145,0.6641845142758814,1.656738057103526,0.4781347611420705,3.08369028551763,25.78652388579295,56.37,2,72.0,,1.9999999999992064,-8.328282512747876e-16,0.3577,0.8863,0.3471,0.9142,0.014,0.8117,0.5499,1.1086,0.2323,1.3001,0.0914,1.2706,0.4949,1.1968,0.0055,0.8851,0.0,0.6133,0.2075,1.2179,0.0363,0.8044,0.2763,1.0192
Sydne Tolbert,sydne-tolbert-1,"pos    G
pos    G
Name: 95, dtype: object",West Georgia,Atlantic Sun Conference,Interior Big,3.0,13.028098103664618,3.00880535110898,3.835221404435917,0.1,1.4696017837029929,0.544440267555449,0.0136285392478892,19.60084102516884,58.17,2,64.0,,1.6000000000003922,5.500000000001347,0.4478,1.0878,0.3952,1.0887,0.0124,0.9211,-0.0599,0.6921,0.0781,0.977,0.0425,1.0515,0.169,0.9453,0.0011,0.7993,0.0,0.7461,0.0598,0.9204,0.0665,1.0966,0.081,0.865
Chrislyn Carr,chrislyn-carr-1,"pos    G
pos    G
Name: 3786, dtype: object",Louisville,Atlantic Coast Conference,Floor General,2.0,12.179050644699709,2.636845332646866,2.631607993821792,0.1,1.1736906652937318,0.5515785600823762,5.820888035009845,19.436845332646865,59.35,2,65.0,,5.099999999997979,-3.1999999999987283,0.3669,1.1131,0.3141,1.1054,0.0017,0.8578,-0.0043,0.8292,0.075,1.0549,0.0131,0.9275,0.2563,1.1353,-0.0048,0.5978,0.0,0.8331,-0.0007,0.831,0.0613,1.1564,-0.0479,0.7627
Tyi Skinner,tyi-skinner-1,"pos    G
pos    G
Name: 3485, dtype: object",Southern Methodist,Atlantic Coast Conference,Floor General,2.0,16.64515096325919,2.8837243140371593,2.4762649705388777,0.020005357711981,1.3204950066705408,0.5099210724587345,3.6660552532085746,25.85007903507448,42.5,3,65.0,,-1.535714285713915,-1.807142857142424,0.209,-0.2506,0.2055,-0.2319,-0.0128,-0.5914,-0.2126,-0.6016,0.0492,-0.2647,0.0131,-0.316,0.2192,-0.1516,-0.0058,-0.6987,0.0,-0.4101,-0.0232,-0.4778,0.0061,-0.378,0.0116,-0.393
Taina Mair,taina-mair-1,"pos    G
pos    G
Name: 676, dtype: object",Duke,Atlantic Coast Conference,Floor General,2.0,10.147664995355187,4.937902146220758,4.774247793433521,0.1386518250314886,2.0580124262598485,0.4916724332478829,10.51146832869462,19.137415967495297,55.28,4,69.0,,3.1000000000015793,-0.1599999999998205,0.2574,0.7293,0.2428,0.7434,0.0129,0.716,0.8144,1.2664,0.4015,1.7198,0.1621,1.6981,0.5396,1.169,0.0037,0.7138,0.0,0.5328,0.3133,1.446,0.0535,0.8148,0.1756,0.7908
Veronica Burton,veronica-burton-1,"pos    G
pos    G
Name: 99, dtype: object",Northwestern,Big Ten Conference,Floor General,2.0,17.8,6.4,5.5,0.9,4.0,0.554,17.4,23.9,80.13,1,69.0,,0.0,0.0,0.833,3.0019,0.7932,3.0539,0.0405,2.9393,2.2265,4.3719,0.9391,5.1427,0.3351,4.7759,1.5424,4.1848,0.0128,2.9968,0.0,2.3663,0.6818,4.3531,0.1183,2.9895,0.4869,3.0815
Taliah Scott,taliah-scott-1,"pos    G
pos    G
Name: 1912, dtype: object",Baylor,Big 12 Conference,Combo Guard,1.0,20.19510732934594,2.436971258033372,2.842092729808781,0.1077375386468288,1.1129764762359515,0.545682874177544,8.777339457013111,31.992213597545632,34.92,3,69.0,,3.150000000000857,-1.200000000000317,0.5522,-0.5479,0.5356,-0.505,0.0037,-0.9165,0.0447,-0.9291,0.0839,-0.7213,0.0154,-0.8588,0.5053,-0.3735,-0.0004,-0.9893,0.0,-0.9693,0.0082,-0.9453,0.0326,-0.7975,0.2066,-0.6657
Kennedy Taylor,kennedy-taylor-1,"pos    G
pos    G
Name: 302, dtype: object",Texas State,Sun Belt Conference,Floor General,2.0,10.649054008193794,6.1067374320830545,3.0355791440276847,0.1,1.8423165761107387,0.5333830163000671,0.3153668477785226,18.81832031263675,58.47,2,63.0,,0.799999999999683,-0.6999999999997213,0.1635,0.893,0.1451,0.894,-0.0012,0.7507,0.1259,0.8816,0.2324,1.4552,0.1097,1.5567,0.1976,1.0011,-0.0049,0.5285,0.0,0.7682,0.1641,1.2464,0.069,1.1317,-0.0636,0.6748
Sharn Hayward,sharn-hayward-1,"pos    G
pos    G
Name: 102, dtype: object",Stonehill,Northeast Conference,Floor General,2.0,12.70904828067209,2.6605858057790024,1.947220274075908,0.0,0.4475142161526269,0.5310746278825523,-6.645555320661504,21.08743886077956,56.4,3,66.0,,2.150000000000001,6.700000000000548,0.1219,0.7085,0.1016,0.7035,-0.0147,0.4078,-0.9129,-0.2068,-0.2225,-0.0425,-0.0737,0.0858,-0.2797,0.2856,-0.0091,0.1642,0.0,0.6155,-0.1978,0.0391,0.0251,0.748,-0.1839,0.3453
Allie Meadows,allie-meadows-1,"pos    G
pos    G
Name: 974, dtype: object",Western Illinois,Ohio Valley Conference,Floor General,2.0,7.089663269567206,2.314199962016694,2.7018671201925697,0.1968048623501699,0.987896297560169,0.5182533185327689,-1.4554825831168494,12.005950496230216,56.93,4,68.0,,2.6700000000004036,1.6100000000001515,-0.0546,0.6129,-0.0576,0.6047,-0.0089,0.5283,-0.2043,0.4706,-0.0098,0.6255,-0.0169,0.5329,-0.1092,0.5258,-0.0061,0.3536,0.0,0.6546,-0.0566,0.4896,0.0159,0.7381,-0.2258,0.3228
Emily Ryan,emily-ryan-2,"pos    G
pos    G
Name: 4963, dtype: object",Iowa State,Big 12 Conference,Floor General,2.0,10.749178309400529,6.510744522105401,4.361599853825111,0.6829083198015977,1.675441949017725,0.5803502532871664,9.977324292735332,20.096213828692058,53.04,4,71.0,,-0.2799999999999306,-0.9199999999998754,0.6524,0.8654,0.58,0.8704,0.0314,0.8121,0.8934,1.1724,0.3833,1.5007,0.1548,1.4805,0.7013,1.1945,0.0042,0.5773,0.0,0.3676,0.329,1.3264,0.1461,1.1376,0.2078,0.6729
Tierra Hodges,tierra-hodges-1,"pos    G-F
pos    G-F
Name: 106, dtype: object",Furman,Southern Conference,Interior Big,3.0,18.1,1.8000000000000005,11.8,0.2,1.5,0.477,1.9,28.699999999999996,52.01,1,69.0,,0.0,0.0,0.8184,0.9161,0.8024,0.9872,0.0736,1.333,0.551,0.7879,0.079,0.5251,0.1377,1.2816,0.3309,0.6818,0.023,1.4265,0.0,0.2916,0.4171,1.5071,0.1126,0.8852,1.1341,1.9577
Jackie Grisdale,jackie-grisdale-1,"pos    G
pos    G
Name: 313, dtype: object",Quinnipiac,Metro Atlantic Athletic Conference,Floor General,2.0,11.584454414391734,1.138138181248488,3.3705087699661616,0.1386697210461607,1.296489346814154,0.5789656094097647,2.9960285276917316,16.437994550469348,54.91,5,69.0,,1.5100000000002174,1.650000000000292,0.5325,0.9119,0.4642,0.908,0.0145,0.7112,-0.0061,0.5,0.0469,0.6442,0.0008,0.5115,0.2213,0.7665,-0.0003,0.4909,0.0,0.5055,-0.0159,0.4591,0.0749,0.9002,-0.0113,0.4889
